1481406354
0	0.0217038	1	0.0217038	100
1	0.0279034	100	2.79034	100
2	0.0163273	10	0.163273	100
3	0.0157746	20	0.315492	100
4	0.00558281	4	0.0223312	100
5	0.00242877	10	0.0242877	100
6	0.0642556	2	0.128511	100
7	0.0233732	500	11.6866	100
8	0.0214128	100	2.14128	100
9	0.0104192	1000	10.4192	100
10	0.0307117	20	0.614233	100
11	0.0221781	10	0.221781	100
12	0.00103295	500	0.516474	100
13	0.00455117	40	0.182047	100
14	0.00578523	500	2.89261	100
15	0.00655794	2	0.0131159	100
16	0.00677204	100	0.677204	100
17	0.0280027	50	1.40014	100
18	0.0123637	400	4.94547	100
19	0.0577282	20	1.15456	100
20	0.00680876	100	0.680876	100
21	0.0374805	100	3.74805	100
22	0.00309896	400	1.23959	100
23	0.0215654	4	0.0862617	100
24	0.0218632	100	2.18632	100
25	0.00350583	5	0.0175291	100
26	0.0274335	10	0.274335	100
27	0.017059	20	0.341179	100
28	0.00757694	200	1.51539	100
29	0.0266386	500	13.3193	100
30	0.0266055	1	0.0266055	100
31	0.000801444	200	0.160289	100
32	0.014847	1	0.014847	100
33	0.0084455	200	1.6891	100
34	0.0179857	20	0.359714	100
35	0.031757	1000	31.757	100
36	0.0124027	20	0.248053	100
37	0.0165464	4	0.0661855	100
38	0.0148338	10	0.148338	100
39	0.00405169	4	0.0162067	100
40	0.000831246	2	0.00166249	100
41	0.00904942	20	0.180988	100
42	0.0459412	1	0.0459412	100
43	0.00196433	100	0.196433	100
44	0.0174775	1	0.0174775	100
45	0.00397253	2	0.00794506	100
46	0.00986195	5	0.0493097	100
47	0.0470453	5	0.235226	100
48	0.0661816	500	33.0908	100
49	0.0394588	200	7.89175	100
50	0.035614	100	3.5614	100
51	0.00582606	5	0.0291303	100
52	0.0252517	20	0.505035	100
53	0.00063467	400	0.253868	100
54	0.0799546	10	0.799546	100
55	0.0104328	50	0.521639	100
56	0.00389004	20	0.0778008	100
57	0.0241615	4	0.0966461	100
58	0.00165141	40	0.0660563	100
59	0.0134793	20	0.269586	100
60	0.0131811	500	6.59058	100
61	0.0336298	2	0.0672597	100
62	0.0149119	20	0.298239	100
63	0.00192136	10	0.0192136	100
64	0.00469619	20	0.0939238	100
65	0.00448936	40	0.179574	100
